Date,FT,Season,Time,Transect,Plants,Plants_name,Plants' status,Pollinators,Scientific_name,Scientificn,Sub species,Insect order,PN,Activity,,,
07-09-2022,IDH,Post-monsoon,08:40,1,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,09:15,2,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,09:15,2,,,,Striped Blue Crow,Euploea mulciber,E. mulciber,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,09:15,2,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,09:15,2,,,,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,09:45,2,Osbeckia crinita,O. crinita,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
07-09-2022,IDH,Post-monsoon,09:45,2,Osbeckia crinita,O. crinita,Native,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
07-09-2022,IDH,Post-monsoon,09:45,4,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,09:45,4,Abutilon indicum,A. indicum,Native,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Nectaring,,,
07-09-2022,IDH,Post-monsoon,09:45,4,Abutilon indicum,A. indicum,Native,Chocolate Albatross,Appias lyncida,A. lyncida,,Lepidoptera,1,Nectaring,,,
07-09-2022,IDH,Post-monsoon,09:45,4,Ageratum conyzoides,A. conyzoides,Invasive,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,1,Nectaring,,,
07-09-2022,IDH,Post-monsoon,09:45,4,Ageratum conyzoides,A. conyzoides,Invasive,Common Castor,Ariadne merione,A. merione,,Lepidoptera,1,Nectaring,,,
07-09-2022,IDH,Post-monsoon,09:45,4,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
07-09-2022,IDH,Post-monsoon,10:30,6,Achyrospermum wallichianum,A. wallichianum,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
07-09-2022,IDH,Post-monsoon,10:30,6,,,,Common Birdwing,Troides helena,T. helena,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:00,11,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:00,11,Clerodendrum colebrookianum,C. colebrookianum,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Clerodendrum colebrookianum,C. colebrookianum,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Clerodendrum colebrookianum,C. colebrookianum,Native,Branded Straw Ace,Pithauria marsena,P. marsena,,Lepidoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Impatiens glandulifera,I. glandulifera,Native,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Rubus bifrons,R. bifrons,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Rubus bifrons,R. bifrons,Native,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Impatiens glandulifera,I. glandulifera,Native,Bombus sp.,Bombus sp.,Bombus sp.,,Hymenoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Impatiens glandulifera,I. glandulifera,Native,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:00,11,Impatiens glandulifera,I. glandulifera,Native,Common Spotted Flat,Celaenorrhinus leucocera,C. leucocera,,Lepidoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:35,9,Causonis trifolia,C. trifolia,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:35,9,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:35,9,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:35,9,Persicaria capitata,P. capitata,Native,Tiny Grass Blue,Zizula hylax,Z. hylax,,Lepidoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,08:35,9,,,,Blue Peacock,Papilio arcturus,P. arcturus,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:35,9,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:35,9,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
09-09-2022,PF,Post-monsoon,08:35,9,Persicaria decipiens,P. decipiens,Native,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,09:15,10,Fagopyrum dibotrys,F. dibotrys,Native,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
09-09-2022,PF,Post-monsoon,09:15,10,Fagopyrum dibotrys,F. dibotrys,Native,Rhingia sp.,Rhingia sp.,Rhingia sp.,,Diptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,09:15,10,Achyrospermum wallichianum,A. wallichianum,Native,Dark Yellow-Banded Flat,Celaenorrhinus aurivittata,C. aurivittata,,Lepidoptera,2,Nectaring,,,
09-09-2022,PF,Post-monsoon,09:15,10,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,08:30,11,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Rhingia sp.,Rhingia sp.,Rhingia sp.,,Diptera,4,Nectaring,,,
10-09-2022,PF,Post-monsoon,08:30,11,,,,Common Raven,Papilio castor,P. castor,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,08:30,11,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,08:30,11,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,08:30,11,Causonis trifolia,C. trifolia,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
10-09-2022,PF,Post-monsoon,08:30,11,Achyrospermum wallichianum,A. wallichianum,Native,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,Achyrospermum wallichianum,A. wallichianum,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,Achyrospermum wallichianum,A. wallichianum,Native,Chestnut Bob,Iambrix salsala,I. salsala,,Lepidoptera,1,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,Fagopyrum dibotrys,F. dibotrys,Native,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,09:11,10,,,,Common Birdwing,Troides helena,T. helena,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,09:11,10,Rubus bifrons,R. bifrons,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Rhingia sp.,Rhingia sp.,Rhingia sp.,,Diptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,09:11,10,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,09:11,10,,,,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,09:40,9,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,09:40,9,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,09:40,9,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,10:00,7,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,2,Basking,,,
10-09-2022,PF,Post-monsoon,10:00,7,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,10:25,8,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,10:25,8,,,,Dusky Diadem,Ethope himachala,E. himachala,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,10:25,8,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,10:25,8,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Yellow Helen,Papilio nephelus,P. nephelus,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,3,Flying,,,
10-09-2022,PF,Post-monsoon,11:05,6,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:35,5,,,,Popinjay,Stibochiona nicea,S. nicea,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,11:35,5,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:00,4,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:00,4,Impatiens glandulifera,I. glandulifera,Native,Bombus sp.,Bombus sp.,Bombus sp.,,Hymenoptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,02:00,4,Clerodendrum colebrookianum,C. colebrookianum,Native,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,02:00,4,Clerodendrum colebrookianum,C. colebrookianum,Native,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,02:00,4,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:00,4,Clerodendrum colebrookianum,C. colebrookianum,Native,Paris Peacock,Papilio paris,P. paris,,Lepidoptera,2,Nectaring,,,
10-09-2022,PF,Post-monsoon,02:00,4,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:00,4,,,,Common Birdwing,Troides helena,T. helena,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:30,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:30,3,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:30,3,,,,Striped Ringlet,Ragadia crisilda,R. crisilda,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:30,3,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:30,3,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:55,2,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,02:55,2,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,03:13,1,,,,Yellow Helen,Papilio nephelus,P. nephelus,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,03:13,1,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
10-09-2022,PF,Post-monsoon,03:13,1,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,2,Flying,,,
10-09-2022,PF,Post-monsoon,03:13,1,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,07:30,1,Ageratum conyzoides,A. conyzoides,Invasive,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,07:30,1,Osbeckia crinita,O. crinita,Native,Yamfly,Loxura atymnus,L. atymnus,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,07:30,1,Osbeckia crinita,O. crinita,Native,Xylocopa sp.,Xylocopa sp.,Xylocopa sp.,,Hymenoptera,2,Nectaring,,,
11-09-2022,IDH,Post-monsoon,07:30,1,Impatiens glandulifera,I. glandulifera,Native,Bombus sp.,Bombus sp.,Bombus sp.,,Hymenoptera,2,Nectaring,,,
11-09-2022,IDH,Post-monsoon,07:30,1,Ageratum conyzoides,A. conyzoides,Invasive,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,07:30,1,Ageratum conyzoides,A. conyzoides,Invasive,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,3,Flying,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,2,Flying,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,2,Flying,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,Autumn Leaf,Doleschallia bisaltide,D. bisaltide,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,07:55,3,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,08:25,2,,,,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,2,Flying,,,
11-09-2022,IDH,Post-monsoon,08:25,2,Impatiens glandulifera,I. glandulifera,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,08:25,2,Osbeckia crinita,O. crinita,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,Clerodendrum colebrookianum,C. colebrookianum,Native,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,2,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,3,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Common Castor,Ariadne merione,A. merione,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Yellow Helen,Papilio nephelus,P. nephelus,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Staff Sergeant,Athyma selenophora,A. selenophora,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:00,4,,,,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Common Birdwing,Troides helena,T. helena,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Black Prince,Rohana parisatis,R. parisatis,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,09:40,6,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Tabby,Pseudergolis wedah,P. wedah,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Tailed Jay,Graphium agamemnon,G. agamemnon,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Black Prince,Rohana parisatis,R. parisatis,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,10:15,5,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,,,,Common Castor,Ariadne merione,A. merione,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,,,,Indian Purple Emperor,Mimathyma ambica,M. ambica,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,,,,Glassy Tiger,Parantica aglea,P. aglea,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,,,,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:00,7,Bidens pilosa,B. pilosa,Invasive,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,02:45,8,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:45,8,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:45,8,,,,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:45,8,,,,Striped Blue Crow,Euploea mulciber,E. mulciber,,Lepidoptera,1,Flying,,,
11-09-2022,IDH,Post-monsoon,02:45,8,Impatiens glandulifera,I. glandulifera,Native,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,02:45,8,Osbeckia crinita,O. crinita,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,02:45,8,Osbeckia crinita,O. crinita,Native,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,02:45,8,Ageratum conyzoides,A. conyzoides,Invasive,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Nectaring,,,
11-09-2022,IDH,Post-monsoon,02:45,8,Baliospermum calycinum,B. calycinum,Native,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,2,Nectaring,,,
12-09-2022,IDH,Post-monsoon,08:00,1,,,,Glassy Tiger,Parantica aglea,P. aglea,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:00,1,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:00,1,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:00,1,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:00,1,Achyrospermum wallichianum,A. wallichianum,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
12-09-2022,IDH,Post-monsoon,08:00,1,,,,Blue Peacock,Papilio arcturus,P. arcturus,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Basking,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Common Evening Brown,Melanitis leda,M. leda,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Bengal Striped Blue Crow,Euploea mulciber mulciber,E. mulciber,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:25,2,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:50,3,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:50,3,,,,Orange Oakleaf,Kallima inachus,K. inachus,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:50,3,,,,Common Banded Peacock,Papilio bianor,P. bianor,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:50,3,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,08:50,3,,,,Bengal Striped Blue Crow,Euploea mulciber mulciber,E. mulciber,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,09:20,5,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Basking,,,
12-09-2022,IDH,Post-monsoon,09:20,5,Osbeckia crinita,O. crinita,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
12-09-2022,IDH,Post-monsoon,09:20,5,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Basking,,,
12-09-2022,IDH,Post-monsoon,09:20,5,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Sitting,,,
12-09-2022,IDH,Post-monsoon,09:20,5,Achyrospermum wallichianum,A. wallichianum,Native,Habropoda sp.,Habropoda sp.,Habropoda sp.,,Hymenoptera,2,Nectaring,,,
12-09-2022,IDH,Post-monsoon,09:40,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,10:10,7,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,10:30,8,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
12-09-2022,IDH,Post-monsoon,10:30,8,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
